name,label,n_nodes,n_edges,n_components,cyclomatic_number,cyclomatic_normalized,n_junctions,n_endpoints,junction_ratio,graph_density,avg_degree,degree_entropy,p_deg2,p_deg3,p_deg4,assortativity,avg_clustering,mean_edge_length,std_edge_length,max_edge_length,mean_euclidean_ratio,largest_component_ratio,n_h1_features,max_h1_persistence,mean_h1_persistence,total_h1_persistence,h1_persistence_entropy,n_h1_significant
crack_TLCrack_26,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,192.5,58.5,251,1.0053735678453797,0.5,,,,,,
crack_TLCrack_260,crack,8,7,2,1,0.14285714285714285,3,5,0.375,0.25,1.75,0.6615632381579821,0.0,0.375,0.0,0.06666666666666772,0.125,197.57142857142858,206.45293973816555,501,0.9485277662788041,0.75,,,,,,
crack_TLCrack_261,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,123.5,115.5,239,0.9240324953441327,0.5,,,,,,
crack_TLCrack_262,crack,29,35,3,9,0.2571428571428571,19,10,0.6551724137931034,0.08620689655172414,2.413793103448276,0.9299473006147054,0.0,0.5517241379310345,0.10344827586206896,-0.09619686800894936,0.20689655172413793,42.48571428571429,100.77680329139567,513,0.9715983452815464,0.5172413793103449,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_263,crack,10,11,1,2,0.18181818181818182,6,4,0.6,0.24444444444444444,2.2,0.6730116670092565,0.0,0.6,0.0,-0.22222222222221963,0.2,132.9090909090909,205.70298735862946,577,0.9474998915330665,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_264,crack,35,47,3,15,0.3191489361702128,27,8,0.7714285714285715,0.07899159663865546,2.6857142857142855,0.9071864652182098,0.0,0.6285714285714286,0.14285714285714285,0.15106732348111662,0.2952380952380952,18.5531914893617,61.22223504808102,367,0.8892735172412225,0.6,3.0,0.5857864618301392,0.5857864618301392,1.7573593854904175,1.0986122883681095,3.0
crack_TLCrack_265,crack,4,3,1,0,0.0,1,3,0.25,0.5,1.5,0.5623351446188083,0.0,0.25,0.0,-1.0,0.0,141.0,117.38256542888584,307,1.0321769683116606,1.0,,,,,,
crack_TLCrack_266,crack,62,86,5,29,0.3372093023255814,49,13,0.7903225806451613,0.04547858276044421,2.774193548387097,0.9534701235565064,0.0,0.5967741935483871,0.1935483870967742,0.38262742282842754,0.30107526881720426,15.523255813953488,48.891604535450035,371,0.9229508359457398,0.8064516129032258,3.0,1.2473564147949219,0.8063097794850668,2.4189293384552,1.028371999693894,3.0
crack_TLCrack_267,crack,43,43,9,9,0.20930232558139536,20,23,0.46511627906976744,0.047619047619047616,2.0,0.8741522410772506,0.0,0.4186046511627907,0.023255813953488372,0.26988382484361073,0.15813953488372093,21.6046511627907,48.65165191625705,274,1.032313525789136,0.3023255813953488,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_268,crack,63,82,5,24,0.2926829268292683,43,20,0.6825396825396826,0.04198668714797747,2.6031746031746033,1.127503887525853,0.0,0.5079365079365079,0.1111111111111111,0.22497337593184136,0.2698412698412698,21.353658536585368,58.36854564541978,418,0.9583941578875091,0.4444444444444444,2.0,0.5857864618301392,0.5,1.0,0.6783554696056683,2.0
crack_TLCrack_269,crack,40,57,5,22,0.38596491228070173,27,13,0.675,0.07307692307692308,2.85,1.346659467717679,0.0,0.45,0.05,0.5188443704672453,0.2736904761904762,11.789473684210526,27.720242044780875,148,0.9456277930716441,0.5,4.0,0.5857864618301392,0.5,2.0,1.3715026499656136,4.0
crack_TLCrack_27,crack,9,9,2,2,0.2222222222222222,4,5,0.4444444444444444,0.25,2.0,0.9368883075390159,0.0,0.3333333333333333,0.1111111111111111,0.09090909090909097,0.18518518518518517,74.11111111111111,158.29469314081004,512,0.9774232500311828,0.7777777777777778,,,,,,
crack_TLCrack_270,crack,29,35,6,12,0.34285714285714286,15,14,0.5172413793103449,0.08620689655172414,2.413793103448276,1.2528568481461588,0.0,0.2413793103448276,0.20689655172413793,0.47863582908663255,0.22068965517241376,23.82857142857143,69.63475557272726,369,0.9342101858319539,0.5172413793103449,2.0,0.5857864618301392,0.5,1.0,0.6783554696056683,2.0
crack_TLCrack_271,crack,27,33,3,9,0.2727272727272727,17,10,0.6296296296296297,0.09401709401709402,2.4444444444444446,1.0405805589833306,0.0,0.4444444444444444,0.18518518518518517,0.13333333333333383,0.26543209876543206,17.484848484848484,37.29011666292583,156,0.9535135332013931,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_272,crack,18,18,4,4,0.2222222222222222,8,10,0.4444444444444444,0.11764705882352941,2.0,0.936888307539016,0.0,0.3333333333333333,0.1111111111111111,0.27272727272727304,0.18518518518518517,54.333333333333336,107.82599150689246,451,0.9356377409731436,0.6666666666666666,1.0,21.7564697265625,21.7564697265625,21.7564697265625,-1.000000082690371e-10,1.0
crack_TLCrack_273,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,217.5,88.5,306,0.9511930081715473,0.5,,,,,,
crack_TLCrack_274,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,219.5,76.5,296,0.9963542221007218,0.5,,,,,,
crack_TLCrack_275,crack,10,8,3,1,0.125,3,7,0.3,0.17777777777777778,1.6,0.6108643020548935,0.0,0.3,0.0,0.23809523809523808,0.1,53.875,116.36734668711837,359,0.9421876478532057,0.6,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_276,crack,109,172,3,66,0.38372093023255816,102,7,0.9357798165137615,0.029221882432891606,3.1559633027522938,0.9525002512853774,0.009174311926605505,0.6788990825688074,0.21100917431192662,0.41453926574277067,0.3553516819571865,4.843023255813954,22.389620937917762,265,0.9472473709838549,0.963302752293578,7.0,1.6859030723571777,0.7156116451535907,5.009281516075134,1.8228555165770026,7.0
crack_TLCrack_277,crack,225,370,2,147,0.3972972972972973,215,10,0.9555555555555556,0.014682539682539682,3.2888888888888888,1.0122118852926352,0.008888888888888889,0.6488888888888888,0.22666666666666666,0.2940564292321918,0.3866455026455026,4.921621621621622,26.47929976961744,436,0.9364020777104671,0.9911111111111112,23.0,4.546085357666016,1.1603588954262112,26.688254594802856,2.7629662766276426,16.0
crack_TLCrack_278,crack,147,233,2,88,0.3776824034334764,138,9,0.9387755102040817,0.021712794706923864,3.1700680272108843,0.930331545119717,0.006802721088435374,0.6666666666666666,0.23809523809523808,0.2913730435427642,0.3981859410430839,6.330472103004292,29.624658680279197,343,0.9686472126819566,0.9863945578231292,5.0,0.5857864618301392,0.5514718770980835,2.7573593854904175,1.6011361104970154,5.0
crack_TLCrack_279,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,458.0,0.0,458,1.1222221030047177,1.0,,,,,,
crack_TLCrack_28,crack,29,38,2,11,0.2894736842105263,21,8,0.7241379310344828,0.09359605911330049,2.6206896551724137,1.2017281474191843,0.034482758620689655,0.5172413793103449,0.13793103448275862,0.016742770167428173,0.29770114942528736,35.23684210526316,87.74587535980982,416,0.9907214048525631,0.5172413793103449,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_282,crack,40,61,3,24,0.39344262295081966,31,9,0.775,0.0782051282051282,3.05,1.3608950441459402,0.0,0.45,0.2,0.3897820650232231,0.2825,18.34426229508197,77.7157251943812,559,0.8765149375688946,0.9,6.0,0.5857864618301392,0.528595487276713,3.1715729236602783,1.7795539942034382,6.0
crack_TLCrack_283,crack,30,33,5,8,0.24242424242424243,17,13,0.5666666666666667,0.07586206896551724,2.2,0.8894844141737214,0.0,0.5,0.06666666666666667,0.34653465346534645,0.2111111111111111,23.484848484848484,43.680049680930516,152,0.9506014777506873,0.4666666666666667,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_284,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,566.0,0.0,566,0.9525636788495127,1.0,,,,,,
crack_TLCrack_285,crack,20,22,3,5,0.22727272727272727,11,9,0.55,0.11578947368421053,2.2,0.9489154358953991,0.0,0.45,0.1,0.2331154684095853,0.21666666666666665,66.22727272727273,137.86981073006447,459,0.9459802535696354,0.8,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_286,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,617.0,0.0,617,1.0363032143228583,1.0,,,,,,
crack_TLCrack_287,crack,15,15,3,3,0.2,7,8,0.4666666666666667,0.14285714285714285,2.0,0.8823109245150755,0.0,0.4,0.06666666666666667,0.23076923076923092,0.17777777777777776,36.6,65.28889645261283,239,0.9844527518993643,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_289,crack,8,7,2,1,0.14285714285714285,3,5,0.375,0.25,1.75,0.6615632381579821,0.0,0.375,0.0,0.06666666666666772,0.125,73.57142857142857,119.44856292008487,342,1.036140341948336,0.75,,,,,,
crack_TLCrack_29,crack,8,4,4,0,0.0,0,8,0.0,0.14285714285714285,1.0,-0.0,0.0,0.0,0.0,,0.0,289.5,148.50168349214093,490,1.0039486323354303,0.25,,,,,,
crack_TLCrack_290,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,317.0,113.0,430,0.9864016237488906,0.5,,,,,,
crack_TLCrack_291,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,473.0,0.0,473,1.0301271096028763,1.0,,,,,,
crack_TLCrack_292,crack,10,8,3,1,0.125,3,7,0.3,0.17777777777777778,1.6,0.6108643020548935,0.0,0.3,0.0,0.23809523809523808,0.1,133.0,165.07649741862105,456,1.0072404142594933,0.6,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_293,crack,6,6,1,1,0.16666666666666666,3,3,0.5,0.4,2.0,0.6931471805599453,0.0,0.5,0.0,-0.3333333333333333,0.16666666666666666,71.0,147.25601289364496,400,0.9733802300431117,1.0,,,,,,
crack_TLCrack_294,crack,6,3,3,0,0.0,0,6,0.0,0.2,1.0,-0.0,0.0,0.0,0.0,,0.0,329.3333333333333,249.90175847498332,610,1.163988763625376,0.3333333333333333,,,,,,
crack_TLCrack_295,crack,45,52,5,12,0.23076923076923078,27,18,0.6,0.052525252525252523,2.311111111111111,0.9605110413662217,0.0,0.4888888888888889,0.1111111111111111,0.17353951890034436,0.2037037037037037,52.75,130.66852881653227,725,1.2170694469115648,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_296,crack,4,3,1,0,0.0,1,3,0.25,0.5,1.5,0.5623351446188083,0.0,0.25,0.0,-1.0,0.0,157.66666666666666,118.53925744476197,291,1.0893819625929326,1.0,,,,,,
crack_TLCrack_297,crack,6,7,1,2,0.2857142857142857,4,2,0.6666666666666666,0.4666666666666667,2.3333333333333335,0.6365141682948128,0.0,0.6666666666666666,0.0,-0.166666666666669,0.3333333333333333,147.42857142857142,247.27651216682054,735,0.9761934372211284,1.0,,,,,,
crack_TLCrack_3,crack,11,11,2,2,0.18181818181818182,5,6,0.45454545454545453,0.2,2.0,0.9164648855394713,0.0,0.36363636363636365,0.09090909090909091,0.2028985507246387,0.1515151515151515,66.81818181818181,100.62424990737316,332,0.9394033283517861,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_30,crack,40,47,5,12,0.2553191489361702,25,15,0.625,0.06025641025641026,2.35,0.9363569127838214,0.0,0.525,0.1,0.18825561312608152,0.24166666666666664,27.46808510638298,55.35219961949265,277,0.9812397950385708,0.7,1.0,2.1430606842041016,2.1430606842041016,2.1430606842041016,-1.000000082690371e-10,1.0
crack_TLCrack_300,crack,11,10,3,2,0.2,4,7,0.36363636363636365,0.18181818181818182,1.8181818181818181,0.8599672810355049,0.0,0.2727272727272727,0.09090909090909091,0.2592592592592581,0.1515151515151515,104.5,135.70058953446002,342,0.9799146384460699,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_301,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,298.0,0.0,298,1.0289206316550563,1.0,,,,,,
crack_TLCrack_302,crack,6,3,3,0,0.0,0,6,0.0,0.2,1.0,-0.0,0.0,0.0,0.0,,0.0,300.3333333333333,195.07662312252813,547,1.0514438774269579,0.3333333333333333,,,,,,
crack_TLCrack_303,crack,7,6,2,1,0.16666666666666666,3,4,0.42857142857142855,0.2857142857142857,1.7142857142857142,0.9556998911125343,0.14285714285714285,0.2857142857142857,0.0,-0.03448275862068958,0.23809523809523808,95.16666666666667,98.74279157938005,239,1.2907870732820275,0.7142857142857143,,,,,,
crack_TLCrack_304,crack,6,6,1,1,0.16666666666666666,3,3,0.5,0.4,2.0,0.6931471805599453,0.0,0.5,0.0,-0.3333333333333333,0.16666666666666666,118.83333333333333,151.55462894796568,417,0.9343416045664387,1.0,,,,,,
crack_TLCrack_305,crack,18,21,3,6,0.2857142857142857,11,7,0.6111111111111112,0.13725490196078433,2.3333333333333335,0.9580002800887726,0.0,0.5,0.1111111111111111,0.08943089430894195,0.24074074074074073,23.19047619047619,61.395376782372075,279,0.9531133084587078,0.5,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_307,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,538.0,0.0,538,0.9414432209179309,1.0,,,,,,
crack_TLCrack_308,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,215.5,43.5,259,1.0352494075946133,0.5,,,,,,
crack_TLCrack_309,crack,19,24,2,7,0.2916666666666667,14,5,0.7368421052631579,0.14035087719298245,2.526315789473684,1.2336841378337722,0.10526315789473684,0.47368421052631576,0.15789473684210525,0.2761020881670524,0.2631578947368421,34.416666666666664,81.09249691281897,328,1.0121483221487864,0.7894736842105263,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_310,crack,19,18,4,3,0.16666666666666666,8,11,0.42105263157894735,0.10526315789473684,1.894736842105263,0.8392695557891106,0.0,0.3684210526315789,0.05263157894736842,0.17948717948718093,0.14035087719298245,77.11111111111111,116.0028203147995,375,0.974868334410365,0.5789473684210527,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_311,crack,9,9,2,2,0.2222222222222222,4,5,0.4444444444444444,0.25,2.0,0.936888307539016,0.0,0.3333333333333333,0.1111111111111111,0.09090909090909097,0.18518518518518517,77.33333333333333,132.22203548072716,425,0.9527677605299283,0.7777777777777778,,,,,,
crack_TLCrack_312,crack,104,136,7,39,0.2867647058823529,75,29,0.7211538461538461,0.02539208364451083,2.6153846153846154,1.0195263495394518,0.0,0.5865384615384616,0.09615384615384616,0.2741884849626435,0.2631410256410256,21.985294117647058,53.31606441696062,306,0.9087331329902973,0.3942307692307692,7.0,19.919464111328125,3.3232299940926686,23.26260995864868,0.6681255568699023,1.0
crack_TLCrack_313,crack,53,63,7,17,0.2698412698412698,35,18,0.660377358490566,0.045718432510885344,2.3773584905660377,0.9588241675808918,0.018867924528301886,0.5660377358490566,0.07547169811320754,0.18754605747973332,0.25157232704402516,33.17460317460318,86.20749050107725,433,0.9412134145198471,0.4528301886792453,4.0,20.053314208984375,5.452668398618698,21.810673594474792,0.36868639153311333,1.0
crack_TLCrack_314,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,576.0,0.0,576,0.976405833702312,1.0,,,,,,
crack_TLCrack_315,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,581.0,0.0,581,0.9685095643015309,1.0,,,,,,
crack_TLCrack_316,crack,10,5,5,0,0.0,0,10,0.0,0.1111111111111111,1.0,-0.0,0.0,0.0,0.0,,0.0,118.2,91.83768289759928,245,0.9519189559222843,0.2,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_317,crack,38,51,4,17,0.3333333333333333,25,13,0.6578947368421053,0.07254623044096728,2.6842105263157894,1.2961977368832223,0.0,0.39473684210526316,0.18421052631578946,0.3683428288332918,0.2728070175438596,36.8235294117647,80.5470769378351,416,0.9474936419981609,0.5,2.0,0.5857864618301392,0.5,1.0,0.6783554696056683,2.0
crack_TLCrack_318,crack,27,24,7,4,0.16666666666666666,10,17,0.37037037037037035,0.06837606837606838,1.7777777777777777,0.7795536050790829,0.0,0.3333333333333333,0.037037037037037035,0.173708920187794,0.13580246913580246,62.916666666666664,91.6987443873809,364,1.032659124382947,0.25925925925925924,1.0,1.7803802490234375,1.7803802490234375,1.7803802490234375,-1.000000082690371e-10,1.0
crack_TLCrack_319,crack,8,4,4,0,0.0,0,8,0.0,0.14285714285714285,1.0,-0.0,0.0,0.0,0.0,,0.0,165.25,59.71756441784946,239,1.034913110091007,0.25,,,,,,
crack_TLCrack_32,crack,18,21,3,6,0.2857142857142857,11,7,0.6111111111111112,0.13725490196078433,2.3333333333333335,0.9580002800887726,0.0,0.5,0.1111111111111111,0.48780487804878075,0.24074074074074073,45.38095238095238,102.71202284634552,446,0.8873953595640638,0.7777777777777778,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_320,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,181.0,55.0,236,1.013673427835888,0.5,,,,,,
crack_TLCrack_321,crack,8,7,2,1,0.14285714285714285,3,5,0.375,0.25,1.75,0.6615632381579821,0.0,0.375,0.0,0.06666666666666772,0.125,84.71428571428571,95.43990522943787,250,0.9731150285981425,0.75,,,,,,
crack_TLCrack_322,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,224.0,0.0,224,0.9475461921969622,1.0,,,,,,
crack_TLCrack_323,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,174.0,77.0,251,0.9750017247943292,0.5,,,,,,
crack_TLCrack_324,crack,18,21,2,5,0.23809523809523808,11,7,0.6111111111111112,0.13725490196078433,2.3333333333333335,0.9580002800887726,0.0,0.5,0.1111111111111111,-0.25203252032520357,0.24074074074074073,23.238095238095237,50.68192573661623,206,0.9486156107927095,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_325,crack,34,39,4,9,0.23076923076923078,20,14,0.5882352941176471,0.06951871657754011,2.2941176470588234,0.9718487712358765,0.0,0.47058823529411764,0.11764705882352941,-0.2543859649122804,0.22549019607843135,42.333333333333336,130.30463976888603,776,0.9642163999751002,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_326,crack,6,3,3,0,0.0,0,6,0.0,0.2,1.0,-0.0,0.0,0.0,0.0,,0.0,155.0,96.77809669548166,272,1.0564563313240314,0.3333333333333333,,,,,,
crack_TLCrack_327,crack,18,24,1,7,0.2916666666666667,14,4,0.7777777777777778,0.1568627450980392,2.6666666666666665,0.8486855577264172,0.0,0.6666666666666666,0.1111111111111111,-0.16666666666666707,0.2962962962962963,36.708333333333336,110.70135469160057,405,0.997198406472946,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_328,crack,10,11,1,2,0.18181818181818182,6,4,0.6,0.24444444444444444,2.2,0.6730116670092565,0.0,0.6,0.0,-0.22222222222221963,0.2,122.18181818181819,181.64541791974736,557,1.006871817212098,1.0,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_329,crack,12,13,2,3,0.23076923076923078,7,5,0.5833333333333334,0.19696969696969696,2.1666666666666665,0.6791932659915256,0.0,0.5833333333333334,0.0,0.2571428571428568,0.25,70.3076923076923,110.83694511473539,359,1.0870878859390536,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_33,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,74.0,127.44312456935447,332,0.9689068777159734,1.0,,,,,,
crack_TLCrack_330,crack,9,9,2,2,0.2222222222222222,4,5,0.4444444444444444,0.25,2.0,0.9368883075390159,0.0,0.3333333333333333,0.1111111111111111,0.09090909090909097,0.18518518518518517,95.66666666666667,128.24195881223898,362,0.9463584587020095,0.7777777777777778,,,,,,
crack_TLCrack_331,crack,11,11,2,2,0.18181818181818182,5,6,0.45454545454545453,0.2,2.0,0.9164648855394713,0.0,0.36363636363636365,0.09090909090909091,0.2028985507246387,0.1515151515151515,32.63636363636363,53.23749998787206,179,0.9381048385486214,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_332,crack,10,5,5,0,0.0,0,10,0.0,0.1111111111111111,1.0,-0.0,0.0,0.0,0.0,,0.0,128.0,215.5634477363915,557,1.1024172346561407,0.2,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_333,crack,31,45,1,15,0.3333333333333333,25,6,0.8064516129032258,0.0967741935483871,2.903225806451613,1.0182776055422171,0.0,0.5161290322580645,0.2903225806451613,-0.1194029850746308,0.3440860215053763,16.866666666666667,43.786654486397005,209,0.9507754444980712,1.0,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_334,crack,25,31,1,7,0.22580645161290322,17,8,0.68,0.10333333333333333,2.48,0.9437489523059353,0.0,0.56,0.12,-0.1887905604719747,0.24,32.064516129032256,57.18049266047733,252,0.9288538279192826,1.0,1.0,8.92779541015625,8.92779541015625,8.92779541015625,-1.000000082690371e-10,1.0
crack_TLCrack_335,crack,4,2,2,0,0.0,0,4,0.0,0.3333333333333333,1.0,-0.0,0.0,0.0,0.0,,0.0,784.0,346.0,1130,1.0761730754508072,0.5,,,,,,
crack_TLCrack_336,crack,19,23,2,6,0.2608695652173913,12,7,0.631578947368421,0.13450292397660818,2.4210526315789473,1.0132690262497301,0.0,0.47368421052631576,0.15789473684210525,-0.0021786492374761164,0.2631578947368421,26.695652173913043,77.87025707944045,351,0.9786380851159251,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_337,crack,10,5,5,0,0.0,0,10,0.0,0.1111111111111111,1.0,-0.0,0.0,0.0,0.0,,0.0,149.8,207.88593025984227,556,1.1473627160504356,0.2,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_338,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,606.0,0.0,606,1.0315136438844845,1.0,,,,,,
crack_TLCrack_339,crack,7,8,1,2,0.25,4,3,0.5714285714285714,0.38095238095238093,2.2857142857142856,1.0042424730540764,0.0,0.42857142857142855,0.14285714285714285,-0.2698412698412698,0.23809523809523808,87.375,174.4906426574216,539,0.9431485262190866,1.0,,,,,,
crack_TLCrack_34,crack,33,39,3,9,0.23076923076923078,22,11,0.6666666666666666,0.07386363636363637,2.3636363636363638,0.7597857677399966,0.0,0.6363636363636364,0.030303030303030304,0.27017543859649024,0.2323232323232323,32.23076923076923,73.51171598179279,322,0.9159039985310969,0.8787878787878788,1.0,0.5857864618301392,0.5857864618301392,0.5857864618301392,-1.000000082690371e-10,1.0
crack_TLCrack_340,crack,21,20,7,6,0.3,7,14,0.3333333333333333,0.09523809523809523,1.9047619047619047,0.9712616593128383,0.0,0.14285714285714285,0.14285714285714285,0.6785304247990814,0.16666666666666666,34.5,57.86752111504345,192,0.946162525204451,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_341,crack,2,1,1,0,0.0,0,2,0.0,1.0,1.0,-0.0,0.0,0.0,0.0,,0.0,587.0,0.0,587,1.0347311835325712,1.0,,,,,,
crack_TLCrack_342,crack,10,5,5,0,0.0,0,10,0.0,0.1111111111111111,1.0,-0.0,0.0,0.0,0.0,,0.0,158.0,132.43413457262443,402,1.027652260308383,0.2,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_344,crack,12,10,3,1,0.1,4,8,0.3333333333333333,0.15151515151515152,1.6666666666666667,0.6365141682948128,0.0,0.3333333333333333,0.0,0.1666666666666657,0.08333333333333333,66.6,68.98289643092698,212,1.034674092784859,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_35,crack,43,53,5,15,0.2830188679245283,29,14,0.6744186046511628,0.058693244739756366,2.4651162790697674,0.9410307178997296,0.0,0.5581395348837209,0.11627906976744186,0.07157157157157268,0.2635658914728682,30.50943396226415,75.43899763272671,384,0.9255408575959847,0.3488372093023256,3.0,28.800827026367188,9.99079998334249,29.972399950027466,0.1921301171448604,1.0
crack_TLCrack_36,crack,117,163,2,48,0.294478527607362,99,18,0.8461538461538461,0.02402004126142057,2.786324786324786,0.7714556522948566,0.0,0.7264957264957265,0.1111111111111111,-0.13030915920253933,0.31339031339031337,16.895705521472394,48.703385893676575,405,0.9428310301069245,0.905982905982906,9.0,8.553237915039062,2.5427401993009777,22.8846617937088,1.6020517756874209,5.0
crack_TLCrack_362,crack,44,49,5,10,0.20408163265306123,26,18,0.5909090909090909,0.05179704016913319,2.227272727272727,0.8367742263818623,0.0,0.5454545454545454,0.045454545454545456,0.1666666666666672,0.18939393939393936,30.755102040816325,60.678655297089904,295,0.9845267517865124,0.7727272727272727,2.0,11.237335205078125,6.957206726074219,13.914413452148438,0.4896786753206704,2.0
crack_TLCrack_363,crack,11,11,2,2,0.18181818181818182,5,6,0.45454545454545453,0.2,2.0,0.9164648855394713,0.0,0.36363636363636365,0.09090909090909091,-0.2753623188405793,0.1515151515151515,58.90909090909091,100.43492198293883,272,1.0423920627235796,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_366,crack,13,12,3,2,0.16666666666666666,5,8,0.38461538461538464,0.15384615384615385,1.8461538461538463,0.8587409130062867,0.0,0.3076923076923077,0.07692307692307693,-0.06666666666666683,0.1282051282051282,56.583333333333336,86.168882950221,222,0.9593480710428808,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_367,crack,17,17,3,3,0.17647058823529413,8,9,0.47058823529411764,0.125,2.0,0.868719682914265,0.0,0.4117647058823529,0.058823529411764705,-0.28522336769759493,0.1568627450980392,49.94117647058823,78.06744488938455,234,0.9364827803271272,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0
crack_TLCrack_368,crack,41,55,3,17,0.3090909090909091,31,10,0.7560975609756098,0.06707317073170732,2.682926829268293,0.9594131910536163,0.0,0.5853658536585366,0.17073170731707318,-0.008629989212515203,0.3048780487804878,14.072727272727272,38.69078092938446,234,0.9352550577522877,0.6097560975609756,2.0,0.5857864618301392,0.5857864618301392,1.1715729236602783,0.6931471803599453,2.0
crack_TLCrack_369,crack,39,42,6,9,0.21428571428571427,21,18,0.5384615384615384,0.05668016194331984,2.1538461538461537,0.9110175397125628,0.0,0.46153846153846156,0.07692307692307693,0.01481481481481409,0.20085470085470084,32.69047619047619,60.73889790587957,236,0.9715367430053773,0.38461538461538464,1.0,3.43646240234375,3.43646240234375,3.43646240234375,-1.000000082690371e-10,1.0
